taxa	region	state	host	date	year	PEAL
MH018111.1_YFV/Human/Brazil/2017/3919_polyprotein_gene_partial_cds_YFV/Human/Brazil/2017/3919_Brazil_Espirito_Santo_Domingos_Martins_Brazil_Human_2017-04-10	Southeast	ES	Human	10/04/2017	2017	Other
MH018112.1_YFV/Monkey/Brazil/2017/4278_Brazil_Rio_de_Janeiro_Marica_Brazil_Alouatta_sp._2017-04-17	Southeast	RJ	NHP	17/04/2017	2017	Other
MH018113.1_YFV/Human/Brazil/2017/4480_polyprotein_gene_partial_cds_YFV/Human/Brazil/2017/4480_Brazil_Rio_de_Janeiro_Casimiro_de_Abreu_Brazil_Human_2017-04-22	Southeast	RJ	Human	22/04/2017	2017	Other
MH018114.1_YFV/Monkey/Brazil/2017/8_Brazil_Espirito_Santo_Itarana_Brazil_Primates_2017-01-24	Southeast	ES	NHP	24/01/2017	2017	Other
MH018115.1_YFV/Monkey/Brazil/2017/11_Brazil_Espirito_Santo_Venda_Nova_do_Imigrante_Brazil_Primates_2017-01-24	Southeast	ES	NHP	24/01/2017	2017	Other
MH030049.1_YFV/Monkey/Brazil/2017/Y1_Brazil_Sao_Paulo_Vinhedo_Brazil_Callithrix_sp._2017-08-17	Southeast	SP	NHP	17/08/2017	2017	Other
MH030050.1_YFV/Monkey/Brazil/2017/Y2_Brazil_Sao_Paulo_Louveira_Brazil_Callicebus_sp._2017-08-16	Southeast	SP	NHP	16/08/2017	2017	Other
MH030051.1_YFV/Monkey/Brazil/2017/Y3_Brazil_Sao_Paulo_Louveira_Brazil_Alouatta_sp._2017-09	Southeast	SP	NHP	15/09/2017	2017	Other
MH030052.1_YFV/Monkey/Brazil/2017/Y4_Brazil_Sao_Paulo_Louveira_Brazil_Alouatta_sp._2017-09	Southeast	SP	NHP	15/09/2017	2017	Other
MH030053.1_YFV/Monkey/Brazil/2017/Y5_Brazil_Sao_Paulo_Itatiba_Brazil_Alouatta_sp._2017-08-30	Southeast	SP	NHP	30/08/2017	2017	Other
MH030054.1_YFV/Monkey/Brazil/2017/Y6_Brazil_Sao_Paulo_Jundiai_Brazil_Alouatta_sp._2017-09-15	Southeast	SP	NHP	15/09/2017	2017	Other
MH030055.1_YFV/Monkey/Brazil/2017/Y7_Brazil_Sao_Paulo_Jundiai_Brazil_Alouatta_sp._2017-09-11	Southeast	SP	NHP	11/09/2017	2017	Other
MH030056.1_YFV/Monkey/Brazil/2017/Y8_Brazil_Sao_Paulo_Jundiai_Brazil_Alouatta_sp._2017-09-12	Southeast	SP	NHP	12/09/2017	2017	Other
MH030057.1_YFV/Monkey/Brazil/2017/Y9_Brazil_Sao_Paulo_Braganca_Paulista_Brazil_Alouatta_sp._2017-09-27	Southeast	SP	NHP	27/09/2017	2017	Other
MH030058.1_YFV/Monkey/Brazil/2017/Y10_Brazil_Sao_Paulo_Itatiba_Brazil_Alouatta_sp._2017-09-26	Southeast	SP	NHP	26/09/2017	2017	Other
MH030059.1_YFV/Monkey/Brazil/2017/Y11_Brazil_Sao_Paulo_Itatiba_Brazil_Alouatta_sp._2017-09-21	Southeast	SP	NHP	21/09/2017	2017	Other
MH030060.1_YFV/Monkey/Brazil/2017/Y12_Brazil_Sao_Paulo_Itatiba_Brazil_Alouatta_sp._2017-09-27	Southeast	SP	NHP	27/09/2017	2017	Other
MH030061.1_YFV/Monkey/Brazil/2017/Y13_Brazil_Sao_Paulo_Itatiba_Brazil_Alouatta_sp._2017-09-21	Southeast	SP	NHP	21/09/2017	2017	Other
MH030062.1_YFV/Monkey/Brazil/2017/Y14_Brazil_Sao_Paulo_Itatiba_Brazil_Alouatta_sp._2017-09-19	Southeast	SP	NHP	19/09/2017	2017	Other
MH030063.1_YFV/Monkey/Brazil/2017/Y15_Brazil_Sao_Paulo_Itatiba_Brazil_Alouatta_sp._2017-10	Southeast	SP	NHP	15/10/2017	2017	Other
MH030064.1_YFV/Monkey/Brazil/2017/Y16_Brazil_Sao_Paulo_Jundiai_Brazil_Alouatta_sp._2017-10	Southeast	SP	NHP	15/10/2017	2017	Other
MH030065.1_YFV/Monkey/Brazil/2017/Y17_Brazil_Sao_Paulo_Jundiai_Brazil_Alouatta_sp._2017-10	Southeast	SP	NHP	15/10/2017	2017	Other
MH030066.1_YFV/Monkey/Brazil/2017/Y18_Brazil_Sao_Paulo_Jundiai_Brazil_Alouatta_sp._2017-10	Southeast	SP	NHP	15/10/2017	2017	Other
MH030067.1_YFV/Monkey/Brazil/2017/Y19_Brazil_Sao_Paulo_Jundiai_Brazil_Alouatta_sp._2017-10	Southeast	SP	NHP	15/10/2017	2017	Other
MH030068.1_YFV/Monkey/Brazil/2017/Y20_Brazil_Sao_Paulo_Jundiai_Brazil_Alouatta_sp._2017-10	Southeast	SP	NHP	15/10/2017	2017	Other
MH030070.1_YFV/Monkey/Brazil/2017/Y22_Brazil_Sao_Paulo_Campo_Limpo_Paulista_Brazil_Alouatta_sp._2017-10-19	Southeast	SP	NHP	19/10/2017	2017	Other
MH030071.1_YFV/Monkey/Brazil/2017/Y23_Brazil_Sao_Paulo_Campo_Limpo_Paulista_Brazil_Alouatta_sp._2017-10-18	Southeast	SP	NHP	18/10/2017	2017	Other
MH030072.1_YFV/Monkey/Brazil/2017/Y24_Brazil_Sao_Paulo_Jarinu_Brazil_Alouatta_sp._2017-10	Southeast	SP	NHP	15/10/2017	2017	Other
MH030073.1_YFV/Monkey/Brazil/2017/Y25_Brazil_Sao_Paulo_Mairipora_Brazil_Alouatta_sp._2017-10-18	Southeast	SP	NHP	18/10/2017	2017	Other
MH030074.1_YFV/Monkey/Brazil/2017/Y26_Brazil_Sao_Paulo_Jarinu_Brazil_Alouatta_sp._2017-10-18	Southeast	SP	NHP	18/10/2017	2017	Other
MH030075.1_YFV/Monkey/Brazil/2017/Y27_Brazil_Sao_Paulo_Jarinu_Brazil_Alouatta_sp._2017-10	Southeast	SP	NHP	15/10/2017	2017	Other
MH030076.1_YFV/Monkey/Brazil/2017/Y28_Brazil_Sao_Paulo_Jarinu_Brazil_Alouatta_sp._2017-10	Southeast	SP	NHP	15/10/2017	2017	Other
MH030077.1_YFV/Monkey/Brazil/2017/Y29_Brazil_Sao_Paulo_Jarinu_Brazil_Alouatta_sp._2017-10	Southeast	SP	NHP	15/10/2017	2017	Other
MH030078.1_YFV/Monkey/Brazil/2017/Y30_Brazil_Sao_Paulo_Morungaba_Brazil_Alouatta_sp._2017-10	Southeast	SP	NHP	15/10/2017	2017	Other
MH030079.1_YFV/Monkey/Brazil/2017/Y31_Brazil_Sao_Paulo_Nazare_Paulista_Brazil_Alouatta_sp._2017-11	Southeast	SP	NHP	15/11/2017	2017	Other
MH030080.1_YFV/Monkey/Brazil/2017/Y32_Brazil_Sao_Paulo_Nazare_Paulista_Brazil_Alouatta_sp._2017-11	Southeast	SP	NHP	15/11/2017	2017	Other
MH030081.1_YFV/Monkey/Brazil/2017/Y33_Brazil_Sao_Paulo_Campo_Limpo_Brazil_Alouatta_sp._2017-11	Southeast	SP	NHP	15/11/2017	2017	Other
MH030082.1_YFV/Monkey/Brazil/2017/Y34_Brazil_Sao_Paulo_Campo_Limpo_Brazil_Alouatta_sp._2017-11	Southeast	SP	NHP	15/11/2017	2017	Other
MH030083.1_YFV/Monkey/Brazil/2017/Y35_Brazil_Sao_Paulo_Campo_Limpo_Brazil_Alouatta_sp._2017-11	Southeast	SP	NHP	15/11/2017	2017	Other
MH030084.1_YFV/Monkey/Brazil/2017/Y36_Brazil_Sao_Paulo_Piracaia_Brazil_Alouatta_sp._2017-11	Southeast	SP	NHP	15/11/2017	2017	Other
MH030085.1_YFV/Monkey/Brazil/2017/Y37_Brazil_Sao_Paulo_Piracaia_Brazil_Alouatta_sp._2017-11	Southeast	SP	NHP	15/11/2017	2017	Other
MH030086.1_YFV/Monkey/Brazil/2017/Y38_Brazil_Sao_Paulo_Piracaia_Brazil_Alouatta_sp._2017-11	Southeast	SP	NHP	15/11/2017	2017	Other
MH030087.1_YFV/Human/Brazil/2017/Y39_polyprotein_gene_partial_cds_YFV/Human/Brazil/2017/Y39_Brazil_Sao_Paulo_Americana_Brazil_Human_2017-04-26	Southeast	SP	Human	26/04/2017	2017	Other
MH030088.1_YFV/Human/Brazil/2017/Y40_polyprotein_gene_partial_cds_YFV/Human/Brazil/2017/Y40_Brazil_Sao_Paulo_Tuiuti_Brazil_Human_2017-05-03	Southeast	SP	Human	03/05/2017	2017	Other
MH030089.1_YFV/Human/Brazil/2017/Y41_polyprotein_gene_partial_cds_YFV/Human/Brazil/2017/Y41_Brazil_Sao_Paulo_Sao_Joao_Boa_Vista_Brazil_Human_2017-05-03	Southeast	SP	Human	03/05/2017	2017	Other
MH030090.1_YFV/Human/Brazil/2017/Y42_polyprotein_gene_partial_cds_YFV/Human/Brazil/2017/Y42_Brazil_Sao_Paulo_Sao_Joao_Boa_Vista_Brazil_Human_2017-05-02	Southeast	SP	Human	02/05/2017	2017	Other
MH030091.1_YFV/Human/Brazil/2017/Y43_polyprotein-like_gene_partial_sequence_YFV/Human/Brazil/2017/Y43_Brazil_Sao_Paulo_Campinas_Brazil_Human_2017-05-29	Southeast	SP	Human	29/05/2017	2017	Other
MH193173.1_YFV/Monkey/Brazil/2018/SA129_Brazil_Sao_Paulo_Guarulhos_Brazil_Alouatta_sp._2018-01-09	Southeast	SP	NHP	09/01/2018	2018	Other
MH193174.1_YFV/Human/Brazil/2018/S130_polyprotein_gene_partial_cds_YFV/Human/Brazil/2018/S130_Brazil_Sao_Paulo_Mairipora_Brazil_Human_2018-01-09	Southeast	SP	Human	09/01/2018	2018	Other
MH193175.1_YFV/Monkey/Brazil/2018/SA131_Brazil_Sao_Paulo_Sao_Paulo_Zoologico_Brazil_Alouatta_sp._2018-02-01	Southeast	SP	NHP	01/02/2018	2018	Other
MH329655.1_SA39_Brazil_Brazil_Aedes_albopictus_2018-01-29	Southeast	MG	Mosq	29/01/2018	2018	Other
MH378284.1_Brazil_2017_polyprotein_gene_partial_cds_Brazil_2017_Brazil_Brazil_Human_2017	NA	NA	Human	2017	2017	Other
MH484423.1_YFV/Monkey/Brazil/2017/RJ143_Brazil_Minas_Gerais_Jose_Raydan_Brazil_Callithrix_sp._2017-01-24	Southeast	MG	NHP	24/01/2017	2017	Other
MH484424.1_YFV/Human/Brazil/2017/RJ148_polyprotein_gene_partial_cds_YFV/Human/Brazil/2017/RJ148_Brazil_Minas_Gerais_Teofilo_Otoni_Brazil_Human_2017-01-24	Southeast	MG	Human	24/01/2017	2017	Other
MH484425.1_YFV/Human/Brazil/2017/RJ150_polyprotein_gene_partial_cds_YFV/Human/Brazil/2017/RJ150_Brazil_Minas_Gerais_Teofilo_Otoni_Brazil_Human_2017-01-27	Southeast	MG	Human	27/01/2017	2017	Other
MH484426.1_YFV/Monkey/Brazil/2017/RJ151_Brazil_Minas_Gerais_Itamarandiba_Brazil_Simiiformes_2017-01-13	Southeast	MG	NHP	13/01/2017	2017	Other
MH484427.1_YFV/Monkey/Brazil/2017/RJ153_Brazil_Minas_Gerais_Felicio_dos_Santos_Brazil_Callithrix_sp._2017-01-24	Southeast	MG	NHP	24/01/2017	2017	Other
MH484428.1_YFV/Human/Brazil/2017/RJ157_polyprotein_gene_partial_cds_YFV/Human/Brazil/2017/RJ157_Brazil_Minas_Gerais_Teofilo_Otoni_Brazil_Human_2017-02-05	Southeast	MG	Human	05/02/2017	2017	Other
MH484429.1_YFV/Monkey/Brazil/2017/RJ162_Brazil_Minas_Gerais_Chapada_Gaucha_Brazil_Callithrix_sp._2017-02-03	Southeast	MG	NHP	03/02/2017	2017	Other
MH484430.1_YFV/Monkey/Brazil/2017/RJ163_Brazil_Minas_Gerais_Sacramento_Brazil_Callithrix_sp._2017-02-09	Southeast	MG	NHP	09/02/2017	2017	Other
MH484431.1_YFV/Monkey/Brazil/2017/RJ164_Brazil_Minas_Gerais_Juatuba_Brazil_Simiiformes_2017-02-14	Southeast	MG	NHP	14/02/2017	2017	Other
MH484432.1_YFV/Monkey/Brazil/2017/RJ168_Brazil_Minas_Gerais_Bom_Jesus_do_Galho_Brazil_Alouatta_sp._2017-01-23	Southeast	MG	NHP	23/01/2017	2017	Other
MH484433.1_YFV/Monkey/Brazil/2017/RJ171_Brazil_Minas_Gerais_Sao_Roque_de_Minas_Brazil_Simiiformes_2017-02-03	Southeast	MG	NHP	03/02/2017	2017	Other
MH484434.1_YFV/Human/Brazil/2017/RJ185_polyprotein_gene_partial_cds_YFV/Human/Brazil/2017/RJ185_Brazil_Minas_Gerais_Sao_Joao_Evangelista_Brazil_Human_2017-01-22	Southeast	MG	Human	22/01/2017	2017	Other
MH560359.1_human/MG/2017_human/MG/2017_Brazil_Brazil_Human_2017-01	Southeast	MG	Human	15/01/2017	2017	Other
MK089775.1_MR1356_polyprotein_gene_complete_cds_Brazil_Marica_-_RJ_Brazil_Ochlerotatus_taeniorhynchus_2017-05-06	Southeast	RJ	Mosq	06/05/2017	2017	Other
MK249065.1_Yellow_fever_virus_polyprotein_gene_partial_cds_377_IV_MinasGerais_PadreParaiso_2017_Brazil_Brazil_Human_2017-02	Southeast	MG	Human	15/02/2017	2017	Other
MK333798.1_ABR1005_Brazil_Sao_Paulo_-_SP_Brazil_Human_2018-01-08	Southeast	SP	Human	08/01/2018	2018	Other
MK333799.1_ABR1009_Brazil_Sao_Paulo_-_SP_Brazil_Human_2018-01-08	Southeast	SP	Human	08/01/2018	2018	Other
MK333800.1_ES03_Brazil_Domingos_Martins_-_ES_Brazil_Alouatta_guariba_clamitans_2017-02-20	Southeast	ES	NHP	20/02/2017	2017	Other
MK333801.1_ES2682_Brazil_Santa_Leopoldina_-_ES_Brazil_Haemagogus_janthinomys_2017-04-05	Southeast	ES	Mosq	05/04/2017	2017	Other
MK333802.1_ES2750_Brazil_Santa_Leopoldina_-_ES_Brazil_Haemagogus_leucocelaenus_2017-04-05	Southeast	ES	Mosq	05/04/2017	2017	Other
MK333803.1_GO05_Brazil_Nova_Crixas_-_GO_Brazil_Alouatta_caraya_2017-04-20	CentreWest	GO	NHP	20/04/2017	2017	Other
MK333804.1_GO27_Brazil_Novo_Brasil_-_GO_Brazil_Sapajus_libidinosus_2015-08-17	CentreWest	GO	NHP	17/08/2015	2015	Other
MK333805.1_IG3036_polyprotein_gene_complete_cds_Brazil_Ilha_Grande_-_RJ_Brazil_Sabethes_chloropterus_2018-02-07	Southeast	RJ	Mosq	07/02/2018	2018	Other
MK333806.1_JF2793_Brazil_Juiz_de_Fora_-_MG_Brazil_Haemagogus_janthinomys_2018-01-27	Southeast	MG	Mosq	27/01/2018	2018	Other
MK333807.1_MG3121_Brazil_Belmiro_Braga_-_MG_Brazil_Haemagogus_leucocelaenus_2018-01-18	Southeast	MG	NHP	18/01/2018	2018	Other
MK333808.1_MG3155_Brazil_Belmiro_Braga_-_MG_Brazil_Haemagogus_janthinomys_2018-01-29	Southeast	MG	Mosq	29/01/2018	2018	Other
MK333809.1_VL2926_Brazil_Valenca_-_RJ_Brazil_Haemagogus_janthinomys_2018-01-19	Southeast	RJ	Mosq	19/01/2018	2018	Other
MK533792.1_RJ_155_Brazil_Casimiro_de_Abreu-RJ_Brazil_Alouatta_guariba_clamitans_2019-01-10	Southeast	RJ	NHP	10/01/2019	2019	Other
MK583147.1_YFV003FIG_YFV003FIG_Brazil_Sao_Paulo_Mairipora_Brazil_Human_2018-01-12	Southeast	SP	Human	12/01/2018	2018	Other
MK583148.1_YFV004FIG_YFV004FIG_Brazil_Sao_Paulo_Mairipora_Brazil_Human_2018-01-13	Southeast	SP	Human	13/01/2018	2018	Other
MK583149.1_YFV005FIG_YFV005FIG_Brazil_Sao_Paulo_Sao_Paulo_Brazil_Human_2018-01-16	Southeast	SP	Human	16/01/2018	2018	Other
MK583150.1_YFV007FIG_YFV007FIG_Brazil_Sao_Paulo_Itaquaquecetuba_Brazil_Human_2018-01-15	Southeast	SP	Human	15/01/2018	2018	Other
MK583151.1_YFV008FIG_YFV008FIG_Brazil_Sao_Paulo_Mairipora_Brazil_Human_2018-01-15	Southeast	SP	Human	15/01/2018	2018	Other
MK583152.1_YFV010FIG_YFV010FIG_Brazil_Sao_Paulo_Ibiuna_Brazil_Human_2017-01-16	Southeast	SP	Human	16/01/2017	2017	Other
MK583153.1_YFV015FIG_YFV015FIG_Brazil_Sao_Paulo_Mairipora_Brazil_Human_2018-01-20	Southeast	SP	Human	20/01/2018	2018	Other
MK583154.1_YFV016FIG_YFV016FIG_Brazil_Sao_Paulo_Sao_Paulo_Brazil_Human_2018-01-21	Southeast	SP	Human	21/01/2018	2018	Other
MK583155.1_YFV018FIG_YFV018FIG_Brazil_Sao_Paulo_Mairipora_Brazil_Human_2018-01-22	Southeast	SP	Human	22/01/2018	2018	Other
MK583156.1_YFV020FIG_YFV020FIG_Brazil_Sao_Paulo_Atibaia_Brazil_Human_2018-01-23	Southeast	SP	Human	23/01/2018	2018	Other
MK583157.1_YFV021FIG_YFV021FIG_Brazil_Sao_Paulo_Guarulhos_Brazil_Human_2018-01-23	Southeast	SP	Human	23/01/2018	2018	Other
MK583158.1_YFV022FIG_YFV022FIG_Brazil_Sao_Paulo_Mairipora_Brazil_Human_2018-01-23	Southeast	SP	Human	23/01/2018	2018	Other
MK583159.1_YFV023FIG_YFV023FIG_Brazil_Sao_Paulo_Atibaia_Brazil_Human_2018-01-24	Southeast	SP	Human	24/01/2018	2018	Other
MK583160.1_YFV029FIG_YFV029FIG_Brazil_Sao_Paulo_Cotia_Brazil_Human_2018-01-29	Southeast	SP	Human	29/01/2018	2018	Other
MK583161.1_YFV033FIG_YFV033FIG_Brazil_Sao_Paulo_Itaquaquecetuba_Brazil_Human_2018-01-24	Southeast	SP	Human	24/01/2018	2018	Other
MK583162.1_YFV038FIG_YFV038FIG_Brazil_Sao_Paulo_Sao_Paulo_Brazil_Human_2018-01-31	Southeast	SP	Human	31/01/2018	2018	Other
MK583163.1_YFV040FIG_YFV040FIG_Brazil_Sao_Paulo_Sao_Paulo_Brazil_Human_2018-02-02	Southeast	SP	Human	02/02/2018	2018	Other
MK583164.1_YFV041FIG_YFV041FIG_Brazil_Sao_Paulo_Cotia_Brazil_Human_2018-02-03	Southeast	SP	Human	03/02/2018	2018	Other
MK583165.1_YFV042FIG_YFV042FIG_Brazil_Sao_Paulo_Mairipora_Brazil_Human_2018-02-04	Southeast	SP	Human	04/02/2018	2018	Other
MK583166.1_YFV043FIG_YFV043FIG_Brazil_Sao_Paulo_Sao_Paulo_Brazil_Human_2018-02-06	Southeast	SP	Human	06/02/2018	2018	Other
MK583167.1_YFV047FIG_YFV047FIG_Brazil_Sao_Paulo_Guarulhos_Brazil_Human_2018-02-11	Southeast	SP	Human	11/02/2018	2018	Other
MK583168.1_YFV048FIG_YFV048FIG_Brazil_Sao_Paulo_Sao_Paulo_Brazil_Human_2018-02-11	Southeast	SP	Human	11/02/2018	2018	Other
MK583169.1_YFV052FIG_YFV052FIG_Brazil_Sao_Paulo_Guarulhos_Brazil_Human_2018-02-18	Southeast	SP	Human	18/02/2018	2018	Other
MK583170.1_YFV053FIG_YFV053FIG_Brazil_Sao_Paulo_Guarulhos_Brazil_Human_2018-02-18	Southeast	SP	Human	18/02/2018	2018	Other
MK583171.1_YFV054FIG_YFV054FIG_Brazil_Sao_Paulo_Guarulhos_Brazil_Human_2018-02-18	Southeast	SP	Human	18/02/2018	2018	Other
MK583172.1_YFV056FIG_YFV056FIG_Brazil_Sao_Paulo_Guarulhos_Brazil_Human_2018-02-19	Southeast	SP	Human	19/02/2018	2018	Other
MK583173.1_YFV060FIG_YFV060FIG_Brazil_Sao_Paulo_Guarulhos_Brazil_Human_2018-02-23	Southeast	SP	Human	23/02/2018	2018	Other
MK583174.1_YFV061FIG_YFV061FIG_Brazil_Sao_Paulo_Aruja_Brazil_Human_2018-02-24	Southeast	SP	Human	24/02/2018	2018	Other
MK583175.1_YFV065FIG_YFV065FIG_Brazil_Sao_Paulo_Itaquaquecetuba_Brazil_Human_2018-02-27	Southeast	SP	Human	27/02/2018	2018	Other
MK583176.1_YFV066FIG_YFV066FIG_Brazil_Sao_Paulo_Piedade_Brazil_Human_2018-02-27	Southeast	SP	Human	27/02/2018	2018	Other
MK583177.1_YFV070FIG_YFV070FIG_Brazil_Sao_Paulo_Guarulhos_Brazil_Human_2018-03-04	Southeast	SP	Human	04/03/2018	2018	Other
MK583178.1_YFV072FIG_YFV072FIG_Brazil_Sao_Paulo_Itariri_Brazil_Human_2018-03-10	Southeast	SP	Human	10/03/2018	2018	Other
MK583179.1_YFV074FIG_YFV074FIG_Brazil_Sao_Paulo_Ibiuna_Brazil_Human_2018-03-11	Southeast	SP	Human	11/03/2018	2018	Other
MK583180.1_YFV076FIG_YFV076FIG_Brazil_Sao_Paulo_Guarulhos_Brazil_Human_2018-03-14	Southeast	SP	Human	14/03/2018	2018	Other
MK583181.1_YFV080FIG_YFV080FIG_Brazil_Sao_Paulo_Sao_Lourenco_da_Serra_Brazil_Human_2018-03-27	Southeast	SP	Human	27/03/2018	2018	Other
MK583182.1_YFV081FIG_YFV081FIG_Brazil_Sao_Paulo_Guarulhos_Brazil_Human_2018-03-14	Southeast	SP	Human	14/03/2018	2018	Other
MK728873.1_GO21_GO21_Brazil_Amorinopolis_GO_Brazil_Human_2017-03-04	CentreWest	GO	Human	04/03/2017	2017	Other
MK882599.1_RJ173_Brazil_Itarana_Espirito_Santo_Brazil_Human_2017-02-09	Southeast	ES	Human	09/02/2017	2017	Other
MK882600.1_LABFLA09_Brazil_Silva_Jardim_Rio_de_Janeiro_Brazil_Human_2018-04-24	Southeast	RJ	Human	24/04/2018	2018	Other
MK882601.1_RJ141_Brazil_Ibatiba_Espirito_Santo_Brazil_Human_2017-01-24	Southeast	ES	Human	24/01/2017	2017	Other
MK882602.1_RJ147_Brazil_Domingos_Martins_Espirito_Santo_Brazil_Human_2017-01-31	Southeast	ES	Human	31/01/2017	2017	Other
MK882603.1_LABFLA10_Brazil_Silva_Jardim_Rio_de_Janeiro_Brazil_Human_2018-04-24	Southeast	RJ	Human	24/04/2018	2018	Other
MK882604.1_RJ177_Brazil_Brejetuba_Espirito_Santo_Brazil_Human_2017-02-16	Southeast	ES	Human	16/02/2017	2017	Other
MK882605.1_RJ181_Brazil_Rio_de_Janeiro_Rio_de_Janeiro_Brazil_Human_2017-03-09	Southeast	RJ	Human	09/03/2017	2017	Other
MK882606.1_RJ180_Brazil_Campos_dos_Goytacazes_Rio_de_Janeiro_Brazil_Human_2017-03-07	Southeast	RJ	Human	07/03/2017	2017	Other
MK882607.1_RJ182_Brazil_Rio_de_Janeiro_Rio_de_Janeiro_Brazil_Human_2017-03-09	Southeast	RJ	Human	09/03/2017	2017	Other
MK882608.1_RJ183_Brazil_Rio_de_Janeiro_Rio_de_Janeiro_Brazil_Human_2017-03-12	Southeast	RJ	Human	12/03/2017	2017	Other
MK882609.1_RJ184_Brazil_Vitoria_Espirito_Santo_Brazil_Human_2017-03-13	Southeast	ES	Human	13/03/2017	2017	Other
MK882610.1_RJ186_Brazil_Guarapari_Espirito_Santo_Brazil_Human_2017-03-06	Southeast	ES	Human	06/03/2017	2017	Other
MK882611.1_RJ188_Brazil_Cariacica_Espirito_Santo_Brazil_Human_2017-03-08	Southeast	ES	Human	08/03/2017	2017	Other
MK882612.1_RJ189_Brazil_Serra_Espirito_Santo_Brazil_Human_2017-03-20	Southeast	ES	Human	20/03/2017	2017	Other
MK882613.1_RJ193_Brazil_Sao_Sebastiao_do_Alto_Rio_de_Janeiro_Brazil_Human_2017-03-27	Southeast	RJ	Human	27/03/2017	2017	Other
MK882614.1_RJ195_Brazil_Carmo_Rio_de_Janeiro_Brazil_Human_2017-04-17	Southeast	RJ	Human	17/04/2017	2017	Other
MK882615.1_RJ194_Brazil_Sao_Sebastiao_do_Alto_Rio_de_Janeiro_Brazil_Human_2017-03-27	Southeast	RJ	Human	27/03/2017	2017	Other
MK882616.1_RJ197_Brazil_Marica_Rio_de_Janeiro_Brazil_Human_2017-04-17	Southeast	RJ	Human	17/04/2017	2017	Other
MK882617.1_RJ201_Brazil_Nova_Iguacu_Rio_de_Janeiro_Brazil_Human_2017-11-28	Southeast	RJ	Human	28/11/2017	2017	Other
MK882618.1_RJ213_Brazil_Valenca_Rio_de_Janeiro_Brazil_Human_2018-01-22	Southeast	RJ	Human	22/01/2018	2018	Other
MK882619.1_RJ216_Brazil_Duas_Barras_Rio_de_Janeiro_Brazil_Human_2018-01-25	Southeast	RJ	Human	25/01/2018	2018	Other
MK882621.1_RJ219_Brazil_Angra_dos_Reis_Rio_de_Janeiro_Brazil_Human_2018-02-05	Southeast	RJ	Human	05/02/2018	2018	Other
MN117917.1_YF05-443_Brazil_Brazil_Ochlerotatus_scapularis_2017-02-15	Southeast	SP	Mosq	15/02/2017	2017	Other
MN604280.1_RJ251_Brazil_Cordeiros_Bahia_Brazil_Callithrix_2017-03-10	Southeast	RJ	NHP	10/03/2017	2017	Other
MN604281.2_RJ260_Brazil_Santa_Rita_de_Cassia_Bahia_Brazil_Alouatta_2017-03-13	Southeast	RJ	NHP	13/03/2017	2017	Other
MN604282.2_RJ261_Brazil_Camacari_Bahia_Brazil_Callithrix_2017-03-16	Southeast	RJ	NHP	16/03/2017	2017	Other
MN604283.2_RJ259_Brazil_Salvador_Bahia_Brazil_Callithrix_2017-03-15	Southeast	RJ	NHP	15/03/2017	2017	Other
MN604284.1_RJ258_Brazil_Pedrao_Bahia_Brazil_Human_2017-03-15	Southeast	RJ	Human	15/03/2017	2017	Other
MN604285.1_RJ274_Brazil_Ichu_Bahia_Brazil_Callithrix_penicillata_2017-04-05	Northeast	BA	NHP	05/04/2017	2017	Other
MN604286.1_RJ292_Brazil_Salvador_Bahia_Brazil_Callithrix_penicillata_2017-04-07	Northeast	BA	NHP	07/04/2017	2017	Other
MN604287.1_RJ269_Brazil_Cordeiros_Bahia_Brazil_Alouatta_2017-03-17	Southeast	RJ	NHP	17/03/2017	2017	Other
MN643077.1_H295_Brazil_Teresopolis-RJ_Brazil_Human_2018-01-16	Southeast	RJ	Human	16/01/2018	2018	Other
MN643078.1_H299_Brazil_Teresopolis-RJ_Brazil_Human_2018-01-25	Southeast	RJ	Human	25/01/2018	2018	Other
MN643079.1_H300_Brazil_Teresopolis-RJ_Brazil_Human_2018-01-26	Southeast	RJ	Human	26/01/2018	2018	Other
MN643080.1_H312_Brazil_Teresopolis-RJ_Brazil_Human_2018-02-17	Southeast	RJ	Human	17/02/2018	2018	Other
MN643081.1_H313_Brazil_Teresopolis-RJ_Brazil_Human_2018-02-19	Southeast	RJ	Human	19/02/2018	2018	Other
MN643082.1_H317_Brazil_Teresopolis-RJ_Brazil_Human_2018-02-16	Southeast	RJ	Human	16/02/2018	2018	Other
MN643083.1_H319_Brazil_Teresopolis-RJ_Brazil_Human_2018-02-25	Southeast	RJ	Human	25/02/2018	2018	Other
MN643084.1_H320_Brazil_Teresopolis-RJ_Brazil_Human_2018-02-25	Southeast	RJ	Human	25/02/2018	2018	Other
MN643085.1_H326_Brazil_Ilha_Grande-RJ_Brazil_Human_2018-02-11	Southeast	RJ	Human	11/02/2018	2018	Other
MN643086.1_H327_Brazil_Angra_dos_Reis-RJ_Brazil_Human_2018-02-14	Southeast	RJ	Human	14/02/2018	2018	Other
MN643087.1_H333_Brazil_Ilha_Grande-RJ_Brazil_Human_2018-02-13	Southeast	RJ	Human	13/02/2018	2018	Other
MN643088.1_RJ98_Brazil_Macae-RJ_Brazil_Alouatta_guariba_2017-04-19	Southeast	RJ	NHP	19/04/2017	2017	Other
